Column1,Gad2-IRES-Cre__L5__inh,Sst-IRES-Cre__L6__inh,Nos1-CreERT2|Sst-IRES-FlpO__L5-L6__inh,Oxtr-T2A-Cre__L5-L6__inh,Rbp4-Cre_KL100__L4__exc,Sim1-Cre_KJ18__L4-L6__exc,Chrna2-Cre_OE25__L5__inh,Tlx3-Cre_PL56__L4-L6__exc,Chrna2-Cre_OE25|Pvalb-T2A-Dre__L5-L6__inh,Chat-IRES-Cre-neo__L2/3__inh,Htr3a-Cre_NO152__L4__inh,Sst-IRES-Cre__L4__inh,Pvalb-IRES-Cre__L4__inh,Htr3a-Cre_NO152|Pvalb-T2A-Dre__L5-L6__inh,Vip-IRES-Cre__L6__inh,Vip-IRES-Cre__L5__inh,Penk-IRES2-Cre-neo__L5-L6__exc,Ndnf-IRES2-dgCre__L1__inh,Chrna2-Cre_OE25__L6__inh,Htr3a-Cre_NO152__L2/3__inh,Nos1-CreERT2__L1-L4__inh,Nr5a1-Cre__L4__exc,Pvalb-IRES-Cre__L6__inh,Ntsr1-Cre_GN220__L6__exc,Vip-IRES-Cre__L4__inh,Pvalb-IRES-Cre__L5__inh,Nkx2-1-CreERT2__L5-L6__inh,Chat-IRES-Cre-neo__L4__inh,Gad2-IRES-Cre__L1__inh,Vip-IRES-Cre__L1-L2/3__inh,Vipr2-IRES2-Cre__L1-L6__inh,Nkx2-1-CreERT2__L1-L4__inh,Scnn1a-Tg2-Cre__L4__exc,Sst-IRES-Cre__L1-L2/3__inh,Oxtr-T2A-Cre__L1-L4__inh,Rbp4-Cre_KL100__L5__exc,Htr3a-Cre_NO152__L5-L6__exc,Ctgf-T2A-dgCre__L6__exc,Vipr2-IRES2-Cre__L1-L6__exc,Nos1-CreERT2__L5-L6__inh,Htr3a-Cre_NO152__L6__inh,Scnn1a-Tg3-Cre__L2/3-L4__exc,Sst-IRES-Cre__L5__inh,Oxtr-T2A-Cre__L5-L6__exc,Slc32a1-T2A-FlpO|Vipr2-IRES2-Cre__L1-L4__inh,Esr2-IRES2-Cre__L5-L6__exc,Pvalb-IRES-Cre__L2/3__inh,Htr3a-Cre_NO152__L5__inh
654431,0.01529052,0.04,0,0,0,0,0.01754386,0,0.016949153,0,0,0,0.018867925,0,0,0.043956044,0.045454545,0,0.05,0,0.010869565,0.008230453,0,0.010309278,0.014925373,0,0,0,0.006711409,0,0,0.03125,0.045454545,0.025,0.017094017,0.008633094,0,0,0,0,0,0.009345794,0.007142857,0,0,0,0.014084507,0
654432,0.581474367,0.452562374,0.733088905,0.462936578,0.916361131,1.022633505,0.443704118,0.624952216,0.413292273,0.372008817,0.392578226,0.272727273,0.513400278,0.5121375,0.547731084,0.46285072,0.861411192,0.541722553,0.374858836,0.569650584,0.632445724,0.955062417,0.671190396,1.097273189,0.495370221,0.824739661,0.675489209,0.323120313,0.543821995,0.343948783,0.622685156,1.303621051,0.46917855,0.736076605,0.476707413,1.469146575,0.509440278,0.594487875,1.301619569,0.715877941,0.380647283,0.750297833,0.469444999,0.798905632,0.867934559,0.096890878,0.919938315,0.518358226
654468,1.900364461,1.839970728,1.68782578,1.517741155,1.280740819,1.424226126,4.391907191,0.872863303,2.017144692,1.71450833,1.508603032,2.202183684,1.953112578,1.725259371,1.999076366,1.908748663,1.094030395,1.828449145,3.304290561,1.905908951,1.666066963,0.817956205,1.859248489,1.455988275,1.84814959,1.744076395,2.097112721,1.622963274,1.827800212,1.796530683,2.16396318,2.161079471,0.57204375,1.674561037,1.456849237,1.0903924,1.295753122,2.566935127,0.916666642,1.689657966,1.693955918,0.424622313,2.229363325,1.032014742,1.695024076,0.77053446,1.793043386,1.84950535
654473,0.27148146,0.152,0.40849625,0.193548387,0.1875,0.148648649,0.122807018,0.152912717,0.152542373,0.349582292,0.161290323,0.234996591,0.470279481,0.226423214,0.157894737,0.144724451,0.090909091,0.314227885,0.289624063,0.09375,0.121412228,0.186583745,0.203935372,0.177009536,0.164179104,0.329503225,0.230769231,0.5,0.213942576,0.104597064,0.182915625,0.28125,0.136363636,0.207312031,0.102564103,0.137424137,0.111111111,0.284531333,0.023255814,0.252498897,0,0.052195911,0.178034375,0.163168486,0.235294118,0.027027027,0.256628066,0.21949875
654494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006666667,0,0,0,0,0,0,0,0,0,0
664781,3.700078004,3.712900211,4.291914916,3.38655707,2.845436292,3.559463404,3.73364226,3.194729779,3.829760801,3.729797114,4.114535554,3.750385897,3.766251269,4.068644293,4.166376473,4.112420554,3.953495193,3.944549516,3.818076642,4.288084171,3.795052012,3.164470755,3.822661712,3.710253207,3.990909546,3.846317202,4.431175199,4.052187531,3.785842082,4.127389488,4.520564054,4.099837577,2.620567686,3.5962528,3.721830679,3.200779136,3.91225955,3.74347238,3.372625348,3.906821893,4.210393186,2.598658884,3.713423308,3.48125387,3.960849982,2.750906687,3.737412296,4.122917865
664791,0.113287286,0.439972563,0,0,0.224060156,0.314454075,0.150214779,0.050272693,0.509253256,0.143609028,0.149801813,0,0.300023472,0.369280357,0.073877761,0.094987431,0.086530794,0.066527531,0,0.212729841,0.114889735,0.089590439,0.175081249,0.178949502,0.029850746,0.159088823,0.409379084,0.125,0.143482419,0.06778968,0.176106945,0.165168819,0,0.176393272,0.205170235,0.246234496,0,0.182683306,0,0.127115532,0.280127978,0.156861446,0.027906361,0.067709224,0,0.075874457,0.229754957,0
664792,0.043686245,0.0366797,0,0.016129032,0,0.095776525,0.10362966,0.033107434,0.016949153,0.027777778,0,0,0,0,0.026315789,0.054945055,0.022727273,0.038461538,0,0,0.02173913,0.012345679,0.159740311,0.030927835,0.014925373,0.034793406,0.243840385,0,0.07126781,0.024060151,0.027777778,0.270120506,0,0.032312031,0.056785096,0.016071835,0,0.093181866,0.106627035,0.141392792,0,0,0.045156629,0.10325235,0,0,0.028377437,0
664795,0.009174312,0.008,0,0.016129032,0,0,0.01754386,0,0.016949153,0.027777778,0.032258065,0,0.037735849,0,0.052631579,0.072362225,0,0,0.025,0,0.02173913,0.012345679,0.021276596,0.010309278,0,0.027522936,0,0.125,0.013422819,0.033557047,0,0,0,0,0.008547009,0.007194245,0,0.006666667,0,0,0.043478261,0,0.014285714,0,0,0,0.009389671,0
664797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001438849,0,0,0,0,0,0,0,0,0,0,0,0
664804,0.212106583,0.100634528,0.05,0.096774194,0,0,0.586803376,0,0.141049629,0.027777778,0,0,0,0.142857143,0,0.08635144,0,0,0.133048202,0,0.084436786,0.004115226,0,0,0.044776119,0.009174312,0,0,0,0.052569732,0.044026736,0.080780078,0,0.167484296,0.039187714,0.001438849,0,0,0,0,0,0,0.418950802,0,0,0,0,0
664812,0.067278287,0.08,0,0.064516129,0.0625,0.094594595,0.115525658,0.026086957,0.060762076,0.055555556,0.064516129,0.090909091,0.094339623,0.369280357,0.094341118,0.098901099,0.090909091,0.038461538,0.125,0.03125,0.043478261,0.072366101,0.042553191,0.146081701,0.068432276,0.087155963,0.076923077,0,0.05704698,0.093959732,0,0.09375,0.045454545,0.075,0.042735043,0.041129442,0,0.073333333,0.093023256,0.058823529,0.112389674,0.028037383,0.078571429,0.098591549,0.117647059,0.054054054,0.077863674,0
664814,0,0,0,0,0,0.013513514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664817,0.636638272,0.316787328,1.244657965,0.257801713,0.396240625,0.457785098,0.536814316,0.377338657,0.407007687,0.326524653,0.032258065,0.090909091,0.414020079,0.714285714,0.468402148,0.261440232,0.575389317,0.789312077,0.172672265,0.103810253,0.572626716,0.378911948,0.557576566,0.292955315,0.531859547,0.421739348,0.275766346,0.125,0.39450052,0.36027737,0.589767603,0.916478385,0.385993323,0.311052131,0.500925147,0.406343074,0.287218056,0.477203168,0.342191756,0.599105804,0.558363058,0.289013647,0.542848484,0.309629665,0.573816912,0.313107095,0.592495048,0.348647721
664821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664830,0,0,0,0,0.0625,0,0,0.008695652,0,0,0.032258065,0,0,0,0,0,0,0,0,0,0,0.016460905,0,0.020618557,0,0,0,0,0.003355705,0,0,0,0,0.041524101,0,0.007194245,0,0,0.106627035,0,0,0.018691589,0,0.014084507,0.058823529,0,0,0
664831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664837,0.463756702,0.148289978,0.437744375,0.025563911,0,0,1.245559901,0,0.075583587,0,0.228968777,0,0,0,0.115587301,0,0,0,0.403112121,0,0.046977479,0,0,0,0,0.00727047,0,0,0.018741485,0,0,0,0,0.162653442,0.043840026,0.001438849,0,0,0,0.159596022,0,0,0.478663418,0,0,0,0,0.421461873
664841,0.209510015,0.2393985,0.35849625,0.170725202,0.1875,0.253444426,0.396227412,0.168172609,0.361692373,0.138888889,0.212418145,0.181818182,0.169811321,0.285714286,0.383814803,0.361811126,0.335338352,0.22278774,0.3,0.536560156,0.258205299,0.206151183,0.292657181,0.330873583,0.330894403,0.27792014,0.384615385,0.375,0.237750419,0.337346728,0.254720139,0.349060156,0.136363636,0.284436094,0.184486859,0.220308327,0.509440278,0.368823708,0.139534884,0.223087132,0.511082065,0.165933528,0.357154486,0.284083451,0.411764706,0.108108108,0.201524941,0.444661667
664843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664846,0.026606849,0.016,0,0,0.0625,0,0.035087719,0.008695652,0,0.027777778,0,0,0.018867925,0,0,0.010989011,0.068181818,0,0,0,0.010869565,0.016460905,0,0,0.074626866,0,0,0,0.013422819,0.006711409,0,0.03125,0,0,0.08112695,0.031137043,0,0,0.023255814,0,0.068911413,0.009345794,0.007142857,0,0,0,0.004694836,0
664849,0.282569944,0.2140391,0.15,0.164031048,0.431680662,0.172363345,0.377364474,0.353736522,0.179406144,0.314995833,0.24467621,0.758168182,0.135281604,0.142857143,0.650374882,0.448896978,0.390225568,0.4296125,0.15,0.255310156,0.191140897,0.268195692,0.182658777,0.332625387,0.295995569,0.254287099,0.076923077,0.323120313,0.302907015,0.35469547,0.349582292,0.125,0.363636364,0.282312031,0.153203526,0.250989703,0.463325,0.340480116,0.356740698,0.244762591,0.456167526,0.184625117,0.236928036,0.285165361,0.210880147,0.081081081,0.185407761,0.45849625
664850,0.483485082,0.526263903,0.479248125,0.270240121,0.510620313,0.342430405,0.339295614,0.45875231,0.500165678,0.712827169,0.333543548,0.536990054,0.635965514,0.5121375,0.593059137,0.354359787,0.467323691,0.681089723,0.373120313,0.560150391,0.279944429,0.458317722,0.685754187,0.298193943,0.405545569,0.603003922,0.551532692,0.580482024,0.413596057,0.375970134,0.689769531,0.34375,0.045454545,0.427218474,0.385425107,0.315315131,0.907769445,0.342157041,0.43220843,0.364479924,0.199346196,0.252842014,0.405662066,0.486053169,0.058823529,0.096890878,0.525730217,0.410730936
664853,0.113669495,0.1406797,0,0.048387097,0.125,0.156553547,0.070175439,0.095652174,0.033898305,0.071804514,0.193548387,0.272727273,0.067640802,0.142857143,0.157894737,0.186813187,0.159090909,0.184326202,0.025,0.125,0.097826087,0.115925617,0.085106383,0.170978995,0.181640672,0.074173968,0.076923077,0.25,0.15157693,0.155502852,0.083333333,0.255310156,0,0.107312031,0.155298504,0.091733651,0.222222222,0.13169925,0.023255814,0.058823529,0.086956522,0.046728972,0.121428571,0.042253521,0.176470588,0.054054054,0.068474002,0.1
664854,0.012232416,0.008,0,0.016129032,0,0,0.035087719,0.034782609,0,0,0,0,0.018867925,0,0,0.043956044,0.022727273,0,0,0.03125,0,0,0.021276596,0.07819549,0.014925373,0.013761468,0.076923077,0,0.024806434,0.013422819,0,0,0,0.025,0,0.008633094,0,0.013333333,0,0,0,0,0.007142857,0.014084507,0,0.027027027,0.004694836,0.033333333
100416918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664867,0,0,0,0,0,0.056350338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010869565,0.008230453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018691589,0,0,0,0,0,0
664869,0.084357683,0.1467188,0,0.048387097,0.125,0.081081081,0.182916926,0.095652174,0.06779661,0.166666667,0.064516129,0.090909091,0.169811321,0.285714286,0.131578947,0.155713462,0.159090909,0.115384615,0.15,0.0625,0.086956522,0.088827006,0.063829787,0.164173325,0.134328358,0.129999312,0,0,0.095922693,0.187414849,0.083333333,0.15625,0.045454545,0.1,0.129657479,0.088503273,0,0.086666667,0.11627907,0.058823529,0.086956522,0.046728972,0.164834397,0.106830458,0.058823529,0.162162162,0.061032864,0.086165417
664870,0.094051644,0.0526797,0.05,0.032258065,0.0625,0.013513514,0.105263158,0.039869239,0.060762076,0.027777778,0.064516129,0,0.037735849,0,0.052631579,0.061373214,0.113636364,0.096153846,0.139624063,0,0.032608696,0.043559516,0.063829787,0.082474227,0.059701493,0.066903498,0,0.125,0.07243276,0.104597064,0,0.09375,0,0.0375,0.030640705,0.046884838,0.111111111,0.04,0.046511628,0.117647059,0,0.009345794,0.071428571,0.05049243,0,0,0.051643192,0.1
664872,0,0,0,0,0,0,0.01754386,0,0,0,0,0,0,0,0,0,0.022727273,0,0,0,0,0.008230453,0,0.020618557,0,0,0,0,0,0.006711409,0,0,0,0,0,0.004316547,0,0,0,0,0,0,0,0,0,0.027027027,0,0
664875,0.115458372,0.1933594,0,0.193548387,0.0625,0.143040034,0.140350877,0.147826087,0.060762076,0.155137847,0.24467621,0.090909091,0.169811321,0.142857143,0.419074013,0.294009753,0.204545455,0.192307692,0.114624063,0.15625,0.097826087,0.134793776,0.182658777,0.255205026,0.136864552,0.155618406,0.198843269,0,0.097315436,0.21312005,0.182915625,0.15625,0.045454545,0.146936094,0.17593985,0.117769245,0.509440278,0.121132833,0.046511628,0.205882353,0.043478261,0.028037383,0.165499464,0.098591549,0.152056618,0.027027027,0.143591373,0.086165417
664877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664888,0.224340673,0.1726797,0.05,0.048387097,0.375,0.143040034,0.150613377,0.131102744,0.165337076,0.027777778,0.096774194,0.090909091,0.202922406,0.5121375,0.293945395,0.195108654,0.261178479,0.25,0.287296327,0.09375,0.163043478,0.091234259,0.118828989,0.072164948,0.111818703,0.23913262,0.384615385,0.25,0.195836913,0.139294547,0.222222222,0.1875,0.090909091,0.1,0.051282051,0.092575324,0.222222222,0.190065167,0.166742442,0.181468382,0.144431656,0.046728972,0.122105268,0.044646831,0.397346324,0.054054054,0.230138732,0.066666667
664889,0.45417327,0.425047289,0.35849625,0.164031048,0.686079995,0.420199155,0.485608772,0.200667962,0.250082839,0.409857986,0.346931855,0.090909091,0.403749881,0.428571429,0.458333305,0.357897458,0.560902273,0.570763462,0.293872188,0.15625,0.290813995,0.400111345,0.377763564,0.401286727,0.333430597,0.345146525,0.705378846,0.25,0.449862348,0.352305243,0.354302431,0.435150391,0.272727273,0.479984296,0.255767628,0.325511084,0.222222222,0.423910604,0.286973256,0.527200368,0.130434783,0.137896145,0.304855,0.314645775,0.470588235,0.340134122,0.356462162,0.3389975
664890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664891,0.479337853,0.808039074,0.50849625,0.441915221,0.260620313,0.587662904,0.636222149,0.571795788,0.429488983,0.254720139,0.48634889,0.742720455,0.551825294,0.142857143,1.022669748,1.08024686,0.678400568,0.366861838,0.397672265,0.611520897,0.44382286,0.508002468,0.49784561,0.898947002,0.653082322,0.543637758,1.13952163,0.198120313,0.495213265,0.806937604,0.36583125,0.448120313,0.481134659,0.696672444,0.542189877,0.452586091,0.666666667,0.521775271,0.23255814,0.451172059,0.977906656,0.22588715,0.78399837,0.559950924,0.480583824,0.259053041,0.459649524,0.657738914
664897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029024101,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664905,0,0,0,0,0,0.027027027,0,0.008695652,0.016949153,0,0.032258065,0,0.018867925,0,0,0,0,0,0,0.03125,0.010869565,0.012345679,0,0.010309278,0,0.021031938,0,0,0.012030076,0.026845638,0,0,0,0.0125,0,0.008633094,0,0.013333333,0.023255814,0,0,0.009345794,0,0.014084507,0,0,0.004694836,0
664906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664907,0.052507416,0.1166797,0.1,0.064516129,0,0.102499493,0.080437939,0.052173913,0.033898305,0.083333333,0.064516129,0.090909091,0.056603774,0,0.078947368,0.094340247,0.136363636,0.096153846,0.1,0.1875,0.010869565,0.108793052,0.021276596,0.133060728,0.059701493,0.039380562,0.076923077,0,0.07243276,0.081677349,0.088053472,0.0625,0.045454545,0.0375,0.076923077,0.053449216,0,0.093333333,0.12376577,0.058823529,0.043478261,0,0.083963482,0.092745951,0,0.054054054,0.040304988,0.033333333
664909,0.006116208,0.016,0,0,0,0,0,0.008695652,0,0,0,0,0,0,0,0,0,0,0.025,0.03125,0,0,0.042553191,0,0,0.009174312,0.076923077,0,0.010067114,0.013422819,0,0.03125,0,0,0,0,0,0.006666667,0,0,0,0,0.028571429,0,0,0,0.009389671,0
664918,0.012232416,0.008,0,0,0,0,0.035087719,0,0.016949153,0.027777778,0,0,0.018867925,0,0,0.021978022,0.022727273,0.038461538,0,0.03125,0,0.004115226,0,0.020618557,0.029850746,0.009174312,0,0,0.003355705,0.020134228,0,0,0,0,0.008547009,0.005755396,0,0.017233083,0,0,0,0,0.014285714,0,0.058823529,0,0.004694836,0.033333333
664922,0.953964989,1.207924387,0.679248125,0.520108719,1.181680662,0.733086064,1.044059704,0.593166548,1.021158792,0.613244878,0.857631955,0.916074145,0.930971285,0.940708929,1.093786066,1.253719296,0.942626347,0.965182212,0.929288828,0.8255208,0.611572419,0.657118461,0.89688577,1.129373246,0.838042284,0.921561309,1.216444707,0.790241012,0.932320623,1.039655066,0.798294269,0.884551071,0.443403977,1.005452695,0.730070886,0.663243004,0.333333333,0.662016428,0.606854361,0.657054412,0.680946874,0.231354089,0.959314945,0.710346303,0.843520588,0.5925625,0.759943488,0.89749375
664923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664931,0.097109748,0.1086797,0.05,0.016129032,0,0.121621622,0.143332018,0.0833475,0.050847458,0.127360069,0.064516129,0.090909091,0.105376651,0.285714286,0.078947368,0.160274313,0,0.076923077,0.125,0.1875,0.076086957,0.065843621,0.085106383,0.115153866,0.172909888,0.124632683,0.307692308,0,0.131442701,0.155502852,0.111111111,0.21875,0.136363636,0.132312031,0.076923077,0.073870288,0.111111111,0.07169925,0.060115407,0,0.086956522,0.037383178,0.104178304,0.028169014,0.294117647,0.081081081,0.084507042,0.1
664935,0.003058104,0,0,0,0,0,0,0.008695652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020618557,0,0.004587156,0,0,0,0,0,0,0,0,0,0.001438849,0,0,0,0,0,0,0,0,0,0,0,0
664936,0.018348624,0.04,0,0.041692944,0,0.013513514,0.035087719,0.043478261,0.016949153,0.027777778,0.032258065,0.090909091,0,0.142857143,0.026315789,0.080460748,0.045454545,0.019230769,0.05,0,0.054347826,0.027098611,0.021276596,0.098814046,0.029850746,0.041284404,0,0,0.023489933,0.082697504,0.027777778,0.09375,0.045454545,0.0375,0.042735043,0.016669011,0,0.054466167,0,0,0,0.009345794,0.035714286,0.028169014,0.058823529,0,0.03286385,0
664944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664945,0.006116208,0,0,0,0,0,0.01754386,0,0,0.027777778,0,0,0.018867925,0,0,0.010989011,0,0,0.075,0,0.02173913,0.012345679,0.021276596,0,0,0.004587156,0,0,0,0.013422819,0,0.03125,0,0,0,0,0,0,0.023255814,0.076028309,0,0.009345794,0,0,0,0,0.009389671,0
664947,0.041544228,0,0,0,0,0.013513514,0.01754386,0,0.084745763,0,0,0,0.018867925,0,0,0.076923077,0,0.038461538,0.05,0,0.032608696,0.040359485,0,0.010309278,0.014925373,0.032110092,0,0,0.032164304,0.040268456,0,0.0625,0,0.025,0.042735043,0.032496349,0.111111111,0.02,0,0,0,0.028037383,0,0.05049243,0,0.054054054,0.004694836,0
664948,0.05071854,0.12,0,0.032258065,0.0625,0.040540541,0.087719298,0.069565217,0.050847458,0.166666667,0,0,0.018867925,0,0.041709539,0.054945055,0.045454545,0.057692308,0.075,0.03125,0.02173913,0.054197222,0.063829787,0.115153866,0.068432276,0.064220183,0.153846154,0,0.069647273,0.11409396,0,0.09375,0.090909091,0.0375,0.008547009,0.045690486,0,0.073333333,0,0.029411765,0,0.028037383,0.121428571,0.106830458,0.117647059,0.027027027,0.044999824,0.1
664949,0.235189157,0.251069469,0.20849625,0,0.0625,0.29993389,0.184795258,0.140277017,0.098429744,0.134943917,0,0,0.171260672,0.331704014,0.148522531,0.179921594,0.124077991,0.381034254,0.151109853,0.15625,0.249965985,0.038936129,0.076275798,0.142607114,0.265809936,0.127623626,0.468266372,0,0.188774064,0.049840703,0.027777778,0.265370409,0.320199733,0.204295027,0.141873637,0.235547056,1.221594826,0.239930405,0.121150078,0.287396749,0,0.082068782,0.061945895,0.206597772,0,0.391586996,0.146439432,0
664952,0.018348624,0.024,0,0,0,0.027027027,0.035087719,0.089755896,0.016949153,0,0.064516129,0,0,0,0,0.054945055,0.090909091,0.038461538,0,0,0,0.061728395,0.021276596,0.020618557,0,0.009174312,0,0,0.020704446,0.013422819,0,0,0,0.0125,0.017094017,0.03509686,0,0.033333333,0,0,0,0.009345794,0.028571429,0.014084507,0,0,0,0
664953,0.042813456,0.0846797,0.1,0.016129032,0,0.054054054,0.01754386,0.017391304,0.033898305,0,0.032258065,0.1440875,0.037735849,0,0.078947368,0.116318269,0.136363636,0.057692308,0.025,0.03125,0.02173913,0.04526749,0.021276596,0.06185567,0.074626866,0.057729186,0,0,0.043624161,0.054831711,0.105759859,0.03125,0.045454545,0.082312031,0.051282051,0.033935198,0,0.057233083,0,0.029411765,0.086956522,0.018691589,0.104178304,0.092745951,0.058823529,0,0.04969466,0.1
664956,0.125901911,0.1740391,0,0.080645161,0.125,0.143040034,0.255876535,0.142085652,0.084745763,0.111111111,0.064516129,0,0.1431125,0.142857143,0.278551645,0.267470879,0.195112784,0.088172356,0.214624063,0.09375,0.076086957,0.111810391,0.127659574,0.238865206,0.196566045,0.099013589,0.153846154,0.25,0.17836789,0.235535151,0.083333333,0.125,0.136363636,0.125,0.124657799,0.097136367,0.444444444,0.133333333,0.046511628,0.058823529,0.130434783,0.08411215,0.179120111,0.112676056,0.117647059,0.027027027,0.1256098,0.166666667
664957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664960,0.009174312,0,0,0,0,0,0,0.026086957,0,0.055555556,0,0.507723864,0,0,0,0.010989011,0.022727273,0,0,0,0.010869565,0.016460905,0.033722606,0,0.029850746,0.004587156,0.076923077,0.125,0.032164304,0,0.027777778,0.03125,0,0,0.008547009,0.01294964,0,0.030566417,0,0,0,0,0.014285714,0,0,0,0.004694836,0
664965,0.033639144,0.032,0,0,0,0.027027027,0.035087719,0.008695652,0.016949153,0.027777778,0.032258065,0,0,0,0.052631579,0.034834341,0,0.038461538,0.039624063,0.03125,0.02173913,0.024691358,0.063829787,0.010309278,0.014925373,0.02293578,0.076923077,0,0.025452894,0.026845638,0.044026736,0.049530078,0,0.0375,0.025641026,0.023021583,0,0.033333333,0,0,0.130434783,0,0.042857143,0,0,0,0.03286385,0.033333333
664969,0.144250535,0.203934825,0.2,0.032258065,0,0.162162162,0.210526316,0.145694674,0.300930297,0.182915625,0.115643952,0.090909091,0.160223643,0.285714286,0.146972697,0.193241346,0.136363636,0.107403125,0.125,0.125,0.18662962,0.196522171,0.14893617,0.327369974,0.250072948,0.244678211,0.153846154,0,0.215083012,0.191340772,0.226942361,0.255310156,0,0.175,0.177392201,0.139215665,0,0.138365917,0.069767442,0.134851838,0.217391304,0.093457944,0.241106339,0.126760563,0.117647059,0.027027027,0.151032512,0.133333333
664972,0.006116208,0,0,0,0,0,0,0.031173587,0,0.11583125,0,0,0,0,0,0,0,0,0,0,0.045325272,0.020576132,0,0.010309278,0.140753023,0,0,0,0.044294202,0.049140457,0,0,0,0,0.115818349,0.014254519,0,0,0.036859593,0,0.165537171,0.035582756,0,0.04678772,0,0,0,0
664975,0.048180084,0.048,0,0.032258065,0,0.075472466,0.070175439,0.057260543,0.016949153,0.027777778,0.032258065,0.090909091,0.037735849,0.142857143,0.068025329,0.076923077,0.022727273,0.211538462,0.075,0,0.038966984,0.088139311,0.021276596,0.051546392,0.014925373,0.071490654,0.076923077,0,0.062365646,0.050905789,0.138888889,0,0.045454545,0.025,0.0631822,0.073666223,0.222222222,0.070566417,0.023255814,0.029411765,0,0.046728972,0.025606875,0.070422535,0.058823529,0.027027027,0.04969466,0.066666667
664977,0.363207312,0.3960782,0.3,0.177419355,0.3125,0.428104054,0.467750493,0.476797418,0.447436334,0.393609028,0.405966532,0.272727273,0.459242453,0.5121375,0.403680263,0.559631215,0.253861932,0.234037019,0.523120313,0.25,0.23545411,0.374310504,0.386594149,0.338471166,0.485220522,0.337208271,0.762068507,0.448120313,0.454863103,0.304930118,0.199164583,0.385060253,0.090909091,0.2625,0.298502671,0.309148103,0.861654167,0.461024208,0.153138663,0.518936947,0.547172283,0.188503972,0.452439129,0.230968221,0.514993382,0.150944932,0.361594131,0.3389975
664980,0.06894967,0.016,0,0,0,0.013513514,0,0.110743965,0,0.127360069,0,0,0,0,0.026315789,0.021978022,0.398484767,0.135258135,0.237595643,0,0.010869565,0.092292424,0,0.08326614,0,0.009174312,0,0,0.067731361,0.013422819,0.027777778,0.03125,0,0.05,0.008547009,0.06812085,0,0.208747684,0.065287324,0,0,0,0.027195392,0.079490932,0,0.211009592,0.028775977,0
